# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-10-03 11:29:28 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01578310 SUSQUEHANNA RIVER AT CONOWINGO, MD
# -----------------------------------------------------------------------------------
#
# Data provided for site 01578310
#            TS   parameter     Description
#         69542       00060     Discharge, cubic feet per second
#         69543       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	69542_00060	69542_00060_cd	69543_00065	69543_00065_cd
USGS	01578310	2016-10-09 03:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 03:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 04:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 04:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 04:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 04:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 05:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 05:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 05:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 05:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 06:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 06:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 06:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 06:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 07:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 07:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 07:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 07:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 08:00	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 08:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 08:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 08:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 09:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 09:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 09:30	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 09:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 10:00	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 10:15	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 10:30	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 10:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 11:00	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 11:15	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 11:30	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 11:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 12:00	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 12:15	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 12:30	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 12:45	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 13:00	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 13:15	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 13:30	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 13:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 14:00	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 14:15	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 14:30	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 14:45	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 15:00	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 15:15	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 15:30	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 15:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 16:00	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 16:15	EDT	3940	A	8.99	A
USGS	01578310	2016-10-09 16:30	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 16:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 17:00	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 17:15	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 17:30	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 17:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 18:00	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 18:15	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 18:30	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 18:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 19:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 19:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 19:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 19:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 20:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 20:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 20:30	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 20:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-09 21:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 21:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 21:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 21:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 22:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 22:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 22:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 22:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 23:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 23:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-09 23:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 23:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 00:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 00:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 00:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 00:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 01:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 01:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 01:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 01:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 02:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 02:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 02:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 02:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 03:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 03:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 03:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 03:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 04:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 04:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 04:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 04:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 05:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 05:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 05:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 05:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 06:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 06:15	EDT	3980	A	9.00	A
USGS	01578310	2016-10-10 06:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 06:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 07:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 07:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 07:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 07:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 08:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 08:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 08:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 08:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 09:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 09:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 09:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 09:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 10:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 10:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 10:30	EDT	3980	A	9.00	A
USGS	01578310	2016-10-10 10:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 11:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 11:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 11:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 11:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 12:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 12:15	EDT	3980	A	9.00	A
USGS	01578310	2016-10-10 12:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 12:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 13:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 13:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-10 13:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 13:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 14:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 14:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 14:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 14:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 15:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 15:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 15:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-10 15:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 16:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-10 16:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 16:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-10 16:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-10 17:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-10 17:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-10 17:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-10 17:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-10 18:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-10 18:15	EDT	4160	A	9.05	A
USGS	01578310	2016-10-10 18:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-10 18:45	EDT	4200	A	9.06	A
USGS	01578310	2016-10-10 19:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-10 19:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-10 19:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-10 19:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 20:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 20:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 20:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 20:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 21:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 21:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 21:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 21:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 22:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 22:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 22:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 22:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 23:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 23:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-10 23:30	EDT	4280	A	9.08	A
USGS	01578310	2016-10-10 23:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 00:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 00:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 00:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 00:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 01:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 01:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 01:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 01:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 02:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 02:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 02:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 02:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 03:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 03:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 03:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 03:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 04:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 04:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 04:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 04:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 05:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 05:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 05:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 05:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 06:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 06:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 06:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 06:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 07:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 07:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 07:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 07:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 08:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 08:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 08:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 08:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 09:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 09:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 09:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 09:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 10:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 10:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 10:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 10:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 11:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 11:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 11:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 11:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 12:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 12:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 12:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 12:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 13:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 13:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 13:30	EDT	4280	A	9.08	A
USGS	01578310	2016-10-11 13:45	EDT	4280	A	9.08	A
USGS	01578310	2016-10-11 14:00	EDT	4280	A	9.08	A
USGS	01578310	2016-10-11 14:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 14:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 14:45	EDT	4280	A	9.08	A
USGS	01578310	2016-10-11 15:00	EDT	4280	A	9.08	A
USGS	01578310	2016-10-11 15:15	EDT	4280	A	9.08	A
USGS	01578310	2016-10-11 15:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 15:45	EDT	4280	A	9.08	A
USGS	01578310	2016-10-11 16:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 16:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 16:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 16:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 17:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 17:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 17:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 17:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 18:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 18:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-11 18:30	EDT	4280	A	9.08	A
USGS	01578310	2016-10-11 18:45	EDT	4280	A	9.08	A
USGS	01578310	2016-10-11 19:00	EDT	4910	A	9.24	A
USGS	01578310	2016-10-11 19:15	EDT	10800	A	10.36	A
USGS	01578310	2016-10-11 19:30	EDT	16000	A	11.13	A
USGS	01578310	2016-10-11 19:45	EDT	18000	A	11.38	A
USGS	01578310	2016-10-11 20:00	EDT	18400	A	11.43	A
USGS	01578310	2016-10-11 20:15	EDT	18700	A	11.47	A
USGS	01578310	2016-10-11 20:30	EDT	19000	A	11.50	A
USGS	01578310	2016-10-11 20:45	EDT	19100	A	11.51	A
USGS	01578310	2016-10-11 21:00	EDT	19100	A	11.51	A
USGS	01578310	2016-10-11 21:15	EDT	19200	A	11.52	A
USGS	01578310	2016-10-11 21:30	EDT	19200	A	11.52	A
USGS	01578310	2016-10-11 21:45	EDT	19200	A	11.52	A
USGS	01578310	2016-10-11 22:00	EDT	18800	A	11.48	A
USGS	01578310	2016-10-11 22:15	EDT	11900	A	10.55	A
USGS	01578310	2016-10-11 22:30	EDT	7910	A	9.85	A
USGS	01578310	2016-10-11 22:45	EDT	5930	A	9.47	A
USGS	01578310	2016-10-11 23:00	EDT	5120	A	9.29	A
USGS	01578310	2016-10-11 23:15	EDT	4750	A	9.20	A
USGS	01578310	2016-10-11 23:30	EDT	4550	A	9.15	A
USGS	01578310	2016-10-11 23:45	EDT	4430	A	9.12	A
USGS	01578310	2016-10-12 00:00	EDT	4350	A	9.10	A
USGS	01578310	2016-10-12 00:15	EDT	4280	A	9.08	A
USGS	01578310	2016-10-12 00:30	EDT	4280	A	9.08	A
USGS	01578310	2016-10-12 00:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-12 01:00	EDT	4240	A	9.07	A
USGS	01578310	2016-10-12 01:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 01:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 01:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 02:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 02:15	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 02:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 02:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 03:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 03:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 03:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 03:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 04:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 04:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 04:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 04:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 05:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 05:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 05:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 05:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 06:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 06:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 06:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 06:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 07:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 07:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 07:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 07:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 08:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 08:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 08:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 08:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 09:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 09:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 09:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 09:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 10:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 10:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 10:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 10:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 11:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 11:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-12 11:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 11:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 12:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 12:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 12:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 12:45	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 13:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 13:15	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 13:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 13:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 14:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 14:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 14:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 14:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 15:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 15:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 15:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 15:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 16:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 16:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 16:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 16:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 17:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 17:15	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 17:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 17:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 18:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 18:15	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 18:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 18:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 19:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 19:15	EDT	4160	A	9.05	A
USGS	01578310	2016-10-12 19:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 19:45	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 20:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 20:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 20:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 20:45	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 21:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 21:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 21:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 21:45	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 22:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 22:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 22:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 22:45	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 23:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 23:15	EDT	4240	A	9.07	A
USGS	01578310	2016-10-12 23:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-12 23:45	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 00:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 00:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 00:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 00:45	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 01:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 01:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 01:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 01:45	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 02:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 02:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 02:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 02:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 03:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 03:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 03:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 03:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 04:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-13 04:15	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 04:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 04:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 05:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 05:15	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 05:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 05:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 06:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 06:15	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 06:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-13 06:45	EDT	4160	A	9.05	A
